RiskIssueKey,RiskIssueID,ProjectKey,RecordType,RiskTitle,RiskCategory,Probability,Impact,RiskScore,RiskSeverity,Owner,IdentifiedDateKey,DueDateKey,ClosedDateKey,IdentifiedDate,DueDate,ClosedDate,RiskStatus,MitigationStatus,IsCritical,IsOverdue
3281,RI-661-03,661,Risk,Late design decision may affect downstream work,Schedule,3,3,9,Medium,Release Manager,20260801,20260811,,2026-08-01,2026-08-11,,Monitoring,Completed,0,0
3282,RI-661-04,661,Risk,Backfill timing creates a capacity gap,Resource,4,4,16,High,Technical Lead,20260414,20260811,,2026-04-14,2026-08-11,,Mitigated,Completed,0,0
3283,RI-661-05,661,Issue,Verification evidence is incomplete,Quality,1,4,4,Low,Systems Lead,20260503,20260811,,2026-05-03,2026-08-11,,Open,In Progress,0,0
3284,RI-662-01,662,Issue,Cloud run cost is trending above the baseline,Cost,3,5,15,High,Data Lead,20260614,20260811,,2026-06-14,2026-08-11,,Open,Not Started,0,0
3285,RI-662-02,662,Risk,Committed spend limits recovery options,Cost,4,1,4,Low,Project Manager,20260605,20260811,,2026-06-05,2026-08-11,,Monitoring,Completed,0,0
3286,RI-662-03,662,Risk,External interface decision is blocking delivery — Intelligent Controls Enablement,Dependency,3,3,9,Medium,Product Owner,20260806,20260811,,2026-08-06,2026-08-11,,Monitoring,In Progress,0,0
3287,RI-662-04,662,Risk,Defect closure rate may miss the exit criterion,Quality,1,3,3,Low,Quality Lead,20260422,20260724,,2026-04-22,2026-07-24,,Mitigated,Completed,0,0
3288,RI-662-05,662,Issue,Prototype result may require architecture rework — Intelligent Controls Enablement,Technical,3,4,12,High,Finance Partner,20260420,20260811,,2026-04-20,2026-08-11,,Open,In Progress,0,0
3289,RI-663-01,663,Issue,Vendor component readiness is uncertain,Dependency,2,2,4,Low,Technical Lead,20260428,20260609,,2026-04-28,2026-06-09,,Mitigated,Completed,0,0
3290,RI-663-02,663,Risk,Performance margin may not meet the target,Technical,3,1,3,Low,Systems Lead,20260728,20260811,,2026-07-28,2026-08-11,,Mitigated,Completed,0,0
3291,RI-663-03,663,Risk,Performance margin may not meet the target — Intelligent Controls Acceleration,Technical,3,2,6,Medium,Security Lead,20260723,20260811,,2026-07-23,2026-08-11,,Open,In Progress,0,0
3292,RI-663-04,663,Risk,Supplier lead time threatens the next gate — Intelligent Controls Acceleration,Schedule,3,1,3,Low,Supplier Manager,20260615,20260811,20260715,2026-06-15,2026-08-11,2026-07-15,Closed,Completed,0,0
3293,RI-663-05,663,Risk,Rework could consume management reserve — Intelligent Controls Acceleration,Cost,4,3,12,High,Release Manager,20260715,20260811,,2026-07-15,2026-08-11,,Monitoring,Completed,0,0
3294,RI-663-06,663,Risk,Defect closure rate may miss the exit criterion — Intelligent Controls Acceleration,Quality,3,4,12,High,Technical Lead,20260628,20260811,,2026-06-28,2026-08-11,,Open,In Progress,0,0
3295,RI-664-01,664,Issue,Field issue recurrence needs containment — Intelligent Controls Orchestration,Quality,3,3,9,Medium,Quality Lead,20260104,20260328,20260223,2026-01-04,2026-03-28,2026-02-23,Closed,Completed,0,0
3296,RI-664-02,664,Issue,Shared engineer availability may delay delivery — Intelligent Controls Orchestration,Resource,3,3,9,Medium,Finance Partner,20260218,20260604,,2026-02-18,2026-06-04,,Mitigated,Completed,0,0
3297,RI-664-03,664,Issue,Environment parity is not yet demonstrated — Intelligent Controls Orchestration,Technical,1,4,4,Low,Data Lead,20260523,20260806,20260730,2026-05-23,2026-08-06,2026-07-30,Closed,Completed,0,0
3298,RI-664-04,664,Risk,Interface behavior remains unproven,Technical,2,4,8,Medium,Project Manager,20260809,20260811,,2026-08-09,2026-08-11,,Open,In Progress,0,0
3299,RI-664-05,664,Issue,Integration sequence may compress validation — Intelligent Controls Orchestration,Schedule,4,3,12,High,Product Owner,20260731,20260811,,2026-07-31,2026-08-11,,Monitoring,In Progress,0,0
3300,RI-665-01,665,Risk,Acceptance criteria remain partially ambiguous,Quality,3,2,6,Medium,Supplier Manager,20260421,20260630,20260722,2026-04-21,2026-06-30,2026-07-22,Closed,Completed,0,0
3301,RI-665-02,665,Issue,Acceptance criteria remain partially ambiguous — Intelligent Controls Intelligence,Quality,3,4,12,High,Release Manager,20260724,20260811,,2026-07-24,2026-08-11,,Monitoring,In Progress,0,0
3302,RI-665-03,665,Risk,Competing portfolio priority constrains staffing,Resource,3,1,3,Low,Technical Lead,20260309,20260705,20260627,2026-03-09,2026-07-05,2026-06-27,Closed,Completed,0,0
3303,RI-665-04,665,Risk,Acceptance criteria remain partially ambiguous — Intelligent Controls Intelligence,Quality,2,4,8,Medium,Systems Lead,20260622,20260811,,2026-06-22,2026-08-11,,Monitoring,In Progress,0,0
3304,RI-665-05,665,Risk,Regression scope may exceed the test window,Quality,4,4,16,High,Security Lead,20260802,20260811,,2026-08-02,2026-08-11,,Open,Not Started,0,0
3305,RI-665-06,665,Risk,Defect closure rate may miss the exit criterion — Intelligent Controls Intelligence,Quality,3,3,9,Medium,Supplier Manager,20260704,20260811,,2026-07-04,2026-08-11,,Open,Not Started,0,0
3306,RI-665-07,665,Risk,Upstream data contract remains unresolved — Intelligent Controls Intelligence,Dependency,3,2,6,Medium,Release Manager,20260811,20260811,,2026-08-11,2026-08-11,,Monitoring,In Progress,0,0
3307,RI-666-01,666,Risk,Backfill timing creates a capacity gap — Intelligent Telemetry Modernization,Resource,3,1,3,Low,Project Manager,20260626,20260811,,2026-06-26,2026-08-11,,Monitoring,Completed,0,0
3308,RI-666-02,666,Risk,Release window has limited recovery float — Intelligent Telemetry Modernization,Schedule,3,3,9,Medium,Product Owner,20260503,20260730,,2026-05-03,2026-07-30,,Mitigated,Completed,0,0
3309,RI-666-03,666,Risk,Performance margin may not meet the target,Technical,3,3,9,Medium,Quality Lead,20260403,20260720,20260708,2026-04-03,2026-07-20,2026-07-08,Closed,Completed,0,0
3310,RI-666-04,666,Issue,Specialist rate mix is above plan — Intelligent Telemetry Modernization,Cost,5,3,15,High,Finance Partner,20260303,20260511,20260515,2026-03-03,2026-05-11,2026-05-15,Closed,Completed,0,0
3311,RI-666-05,666,Issue,Late design decision may affect downstream work — Intelligent Telemetry Modernization,Schedule,5,3,15,High,Data Lead,20260301,20260529,20260622,2026-03-01,2026-05-29,2026-06-22,Closed,Completed,0,0
3312,RI-666-06,666,Risk,Specialist rate mix is above plan — Intelligent Telemetry Modernization,Cost,4,4,16,High,Project Manager,20260620,20260811,,2026-06-20,2026-08-11,,Open,In Progress,0,0
3313,RI-666-07,666,Risk,Pilot readiness depends on unresolved actions,Schedule,3,4,12,High,Product Owner,20260604,20260807,20260807,2026-06-04,2026-08-07,2026-08-07,Closed,Completed,0,0
3314,RI-667-01,667,Risk,Backfill timing creates a capacity gap,Resource,3,3,9,Medium,Systems Lead,20260705,20260811,,2026-07-05,2026-08-11,,Monitoring,In Progress,0,0
3315,RI-667-02,667,Risk,Shared engineer availability may delay delivery,Resource,3,3,9,Medium,Security Lead,20260620,20260811,,2026-06-20,2026-08-11,,Monitoring,In Progress,0,0
3316,RI-667-03,667,Risk,Scope clarification may require a budget change,Cost,2,3,6,Medium,Supplier Manager,20251117,20260325,20260117,2025-11-17,2026-03-25,2026-01-17,Closed,Completed,0,0
3317,RI-667-04,667,Risk,Traceability coverage requires remediation,Quality,4,5,20,Critical,Release Manager,20260617,20260811,,2026-06-17,2026-08-11,,Open,In Progress,1,0
3318,RI-668-01,668,Issue,Test environment availability may move the baseline — Intelligent Telemetry Platform,Schedule,3,3,9,Medium,Finance Partner,20260716,20260811,,2026-07-16,2026-08-11,,Monitoring,Completed,0,0
3319,RI-668-02,668,Issue,Integration sequence may compress validation,Schedule,3,3,9,Medium,Data Lead,20260804,20260811,,2026-08-04,2026-08-11,,Monitoring,In Progress,0,0
3320,RI-668-03,668,Risk,Supplier lead time threatens the next gate,Schedule,5,2,10,Medium,Project Manager,20260212,20260508,20260510,2026-02-12,2026-05-08,2026-05-10,Closed,Completed,0,0
3321,RI-669-01,669,Risk,Defect closure rate may miss the exit criterion — Intelligent Telemetry Optimization,Quality,2,3,6,Medium,Release Manager,20260624,20260811,,2026-06-24,2026-08-11,,Open,In Progress,0,0
3322,RI-669-02,669,Risk,Performance margin may not meet the target — Intelligent Telemetry Optimization,Technical,2,5,10,Medium,Technical Lead,20260519,20260705,,2026-05-19,2026-07-05,,Mitigated,Completed,0,0
3323,RI-669-03,669,Issue,Vendor component readiness is uncertain,Dependency,2,4,8,Medium,Systems Lead,20260329,20260510,20260608,2026-03-29,2026-05-10,2026-06-08,Closed,Completed,0,0
3324,RI-669-04,669,Issue,Material quotation may exceed the estimate,Cost,1,1,1,Low,Security Lead,20260304,20260503,20260411,2026-03-04,2026-05-03,2026-04-11,Closed,Completed,0,0
3325,RI-669-05,669,Risk,Verification evidence is incomplete,Quality,1,2,2,Low,Supplier Manager,20260409,20260811,,2026-04-09,2026-08-11,,Mitigated,Completed,0,0
3326,RI-669-06,669,Risk,Security approval is on the critical path — Intelligent Telemetry Optimization,Dependency,3,3,9,Medium,Release Manager,20260522,20260811,,2026-05-22,2026-08-11,,Open,Not Started,0,0
3327,RI-669-07,669,Issue,Acceptance criteria remain partially ambiguous,Quality,4,2,8,Medium,Technical Lead,20260618,20260811,,2026-06-18,2026-08-11,,Open,Not Started,0,0
3328,RI-670-01,670,Risk,Upstream data contract remains unresolved,Dependency,3,2,6,Medium,Product Owner,20260523,20260730,20260531,2026-05-23,2026-07-30,2026-05-31,Closed,Completed,0,0
3329,RI-670-02,670,Issue,Rework could consume management reserve — Intelligent Telemetry Integration,Cost,4,3,12,High,Quality Lead,20260527,20260807,,2026-05-27,2026-08-07,,Mitigated,Completed,0,0
3330,RI-670-03,670,Risk,Competing portfolio priority constrains staffing — Intelligent Telemetry Integration,Resource,3,2,6,Medium,Finance Partner,20260423,20260705,,2026-04-23,2026-07-05,,Monitoring,In Progress,0,1
3331,RI-670-04,670,Issue,Prototype result may require architecture rework,Technical,4,2,8,Medium,Data Lead,20260603,20260717,,2026-06-03,2026-07-17,,Mitigated,Completed,0,0
3332,RI-670-05,670,Risk,External interface decision is blocking delivery — Intelligent Telemetry Integration,Dependency,4,1,4,Low,Project Manager,20260211,20260525,,2026-02-11,2026-05-25,,Open,Not Started,0,1
3333,RI-671-01,671,Risk,Interface behavior remains unproven — Intelligent Telemetry Transformation,Technical,2,2,4,Low,Security Lead,20260628,20260811,,2026-06-28,2026-08-11,,Open,Not Started,0,0
3334,RI-671-02,671,Risk,Legacy data quality could require redesign — Intelligent Telemetry Transformation,Technical,5,3,15,High,Supplier Manager,20260127,20260307,,2026-01-27,2026-03-07,,Mitigated,Completed,0,0
3335,RI-671-03,671,Risk,Traceability coverage requires remediation — Intelligent Telemetry Transformation,Quality,3,2,6,Medium,Release Manager,20260214,20260706,,2026-02-14,2026-07-06,,Mitigated,Completed,0,0
3336,RI-671-04,671,Issue,Cloud run cost is trending above the baseline — Intelligent Telemetry Transformation,Cost,3,4,12,High,Technical Lead,20260606,20260811,20260731,2026-06-06,2026-08-11,2026-07-31,Closed,Completed,0,0
3337,RI-671-05,671,Issue,External interface decision is blocking delivery,Dependency,1,4,4,Low,Systems Lead,20260116,20260428,,2026-01-16,2026-04-28,,Mitigated,Completed,0,0
3338,RI-672-01,672,Issue,Platform release timing may create a mismatch — Intelligent Telemetry Enablement,Dependency,3,3,9,Medium,Data Lead,20260502,20260801,,2026-05-02,2026-08-01,,Mitigated,Completed,0,0
3339,RI-672-02,672,Issue,Committed spend limits recovery options — Intelligent Telemetry Enablement,Cost,3,3,9,Medium,Project Manager,20260507,20260707,,2026-05-07,2026-07-07,,Open,In Progress,0,1
3340,RI-672-03,672,Risk,Integration sequence may compress validation — Intelligent Telemetry Enablement,Schedule,1,2,2,Low,Product Owner,20251221,20260223,,2025-12-21,2026-02-23,,Mitigated,Completed,0,0
3341,RI-672-04,672,Risk,Upstream data contract remains unresolved,Dependency,3,2,6,Medium,Quality Lead,20260303,20260423,20260405,2026-03-03,2026-04-23,2026-04-05,Closed,Completed,0,0
3342,RI-672-05,672,Risk,Technical debt may complicate integration,Technical,5,2,10,Medium,Finance Partner,20260524,20260715,20260612,2026-05-24,2026-07-15,2026-06-12,Closed,Completed,0,0
3343,RI-672-06,672,Risk,Technical debt may complicate integration,Technical,4,5,20,Critical,Data Lead,20251219,20260317,,2025-12-19,2026-03-17,,Mitigated,Completed,0,0
3344,RI-672-07,672,Risk,Pilot readiness depends on unresolved actions — Intelligent Telemetry Enablement,Schedule,2,4,8,Medium,Project Manager,20260727,20260811,,2026-07-27,2026-08-11,,Monitoring,Completed,0,0
3345,RI-673-01,673,Issue,Integration sequence may compress validation,Schedule,4,2,8,Medium,Technical Lead,20251028,20260202,,2025-10-28,2026-02-02,,Open,Not Started,0,1
3346,RI-673-02,673,Issue,Cloud run cost is trending above the baseline,Cost,5,2,10,Medium,Systems Lead,20260406,20260618,20260423,2026-04-06,2026-06-18,2026-04-23,Closed,Completed,0,0
3347,RI-673-03,673,Issue,Defect closure rate may miss the exit criterion,Quality,2,2,4,Low,Security Lead,20260802,20260811,,2026-08-02,2026-08-11,,Open,Not Started,0,0
3348,RI-673-04,673,Risk,Legacy data quality could require redesign — Intelligent Telemetry Acceleration,Technical,4,5,20,Critical,Supplier Manager,20260302,20260513,,2026-03-02,2026-05-13,,Mitigated,Completed,0,0
3349,RI-673-05,673,Risk,Platform release timing may create a mismatch — Intelligent Telemetry Acceleration,Dependency,2,3,6,Medium,Release Manager,20260423,20260620,,2026-04-23,2026-06-20,,Mitigated,Completed,0,0
3350,RI-673-06,673,Issue,Customer test access is not yet confirmed — Intelligent Telemetry Acceleration,Dependency,1,3,3,Low,Technical Lead,20251211,20260124,20251215,2025-12-11,2026-01-24,2025-12-15,Closed,Completed,0,0
3351,RI-674-01,674,Risk,Legacy data quality could require redesign,Technical,3,3,9,Medium,Quality Lead,20260307,20260624,20260408,2026-03-07,2026-06-24,2026-04-08,Closed,Completed,0,0
3352,RI-674-02,674,Issue,Upstream data contract remains unresolved,Dependency,2,3,6,Medium,Finance Partner,20260604,20260803,20260723,2026-06-04,2026-08-03,2026-07-23,Closed,Completed,0,0
3353,RI-674-03,674,Risk,Customer test access is not yet confirmed,Dependency,2,3,6,Medium,Data Lead,20260510,20260714,20260604,2026-05-10,2026-07-14,2026-06-04,Closed,Completed,0,0
3354,RI-675-01,675,Issue,Verification evidence is incomplete,Quality,1,2,2,Low,Supplier Manager,20260327,20260603,,2026-03-27,2026-06-03,,Mitigated,Completed,0,0
3355,RI-675-02,675,Risk,Release window has limited recovery float — Intelligent Telemetry Intelligence,Schedule,4,5,20,Critical,Release Manager,20260629,20260811,,2026-06-29,2026-08-11,,Open,Not Started,1,0
3356,RI-675-03,675,Risk,Vendor component readiness is uncertain — Intelligent Telemetry Intelligence,Dependency,2,4,8,Medium,Technical Lead,20260522,20260805,,2026-05-22,2026-08-05,,Open,Not Started,0,1
3357,RI-675-04,675,Risk,Environment parity is not yet demonstrated,Technical,2,5,10,Medium,Systems Lead,20260725,20260811,,2026-07-25,2026-08-11,,Open,Not Started,0,0
3358,RI-675-05,675,Issue,Pilot readiness depends on unresolved actions — Intelligent Telemetry Intelligence,Schedule,3,1,3,Low,Security Lead,20260329,20260522,20260427,2026-03-29,2026-05-22,2026-04-27,Closed,Completed,0,0
3359,RI-676-01,676,Risk,Review capacity is concentrated in one role — Intelligent Workflow Modernization,Resource,3,3,9,Medium,Project Manager,20260801,20260811,,2026-08-01,2026-08-11,,Open,Not Started,0,0
3360,RI-676-02,676,Issue,Backfill timing creates a capacity gap — Intelligent Workflow Modernization,Resource,3,4,12,High,Product Owner,20260606,20260811,20260609,2026-06-06,2026-08-11,2026-06-09,Closed,Not Required,0,0
3361,RI-676-03,676,Issue,Contractor transition may reduce throughput,Resource,1,4,4,Low,Quality Lead,20260621,20260811,,2026-06-21,2026-08-11,,Open,Not Started,0,0
3362,RI-676-04,676,Risk,Backfill timing creates a capacity gap,Resource,3,3,9,Medium,Finance Partner,20260413,20260621,,2026-04-13,2026-06-21,,Monitoring,In Progress,0,1
3363,RI-676-05,676,Issue,Vendor component readiness is uncertain,Dependency,2,5,10,Medium,Data Lead,20260601,20260804,20260717,2026-06-01,2026-08-04,2026-07-17,Closed,Completed,0,0
3364,RI-676-06,676,Risk,Interface behavior remains unproven — Intelligent Workflow Modernization,Technical,3,5,15,High,Project Manager,20260525,20260811,,2026-05-25,2026-08-11,,Open,In Progress,0,0
3365,RI-677-01,677,Risk,Backfill timing creates a capacity gap,Resource,3,4,12,High,Systems Lead,20260802,20260811,,2026-08-02,2026-08-11,,Monitoring,In Progress,0,0
3366,RI-677-02,677,Issue,Supplier lead time threatens the next gate,Schedule,2,2,4,Low,Security Lead,20260607,20260802,,2026-06-07,2026-08-02,,Mitigated,Completed,0,0
3367,RI-677-03,677,Risk,Supplier lead time threatens the next gate,Schedule,2,2,4,Low,Supplier Manager,20260609,20260807,,2026-06-09,2026-08-07,,Mitigated,Completed,0,0
3368,RI-677-04,677,Issue,Test environment availability may move the baseline,Schedule,2,3,6,Medium,Release Manager,20260807,20260811,,2026-08-07,2026-08-11,,Monitoring,In Progress,0,0
3369,RI-677-05,677,Issue,Prototype result may require architecture rework,Technical,5,2,10,Medium,Technical Lead,20260726,20260811,,2026-07-26,2026-08-11,,Mitigated,Completed,0,0
3370,RI-677-06,677,Risk,Late design decision may affect downstream work,Schedule,2,3,6,Medium,Systems Lead,20260701,20260811,,2026-07-01,2026-08-11,,Open,Not Started,0,0
3371,RI-677-07,677,Risk,Contractor transition may reduce throughput,Resource,2,5,10,Medium,Security Lead,20260608,20260811,,2026-06-08,2026-08-11,,Open,In Progress,0,0
